Protein IDs	Itaru contami list	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides CAPD3_4	Peptides CAPD3_5	Peptides CAPH_1	Peptides CAPH_2	Peptides SCC1_2	Peptides SCC1_3	Peptides SCC1_4	Peptides SMC2_1	Peptides SMC2_4	Peptides SMC5_1	Peptides SMC5_3	Razor + unique peptides CAPD3_4	Razor + unique peptides CAPD3_5	Razor + unique peptides CAPH_1	Razor + unique peptides CAPH_2	Razor + unique peptides SCC1_2	Razor + unique peptides SCC1_3	Razor + unique peptides SCC1_4	Razor + unique peptides SMC2_1	Razor + unique peptides SMC2_4	Razor + unique peptides SMC5_1	Razor + unique peptides SMC5_3	Unique peptides CAPD3_4	Unique peptides CAPD3_5	Unique peptides CAPH_1	Unique peptides CAPH_2	Unique peptides SCC1_2	Unique peptides SCC1_3	Unique peptides SCC1_4	Unique peptides SMC2_1	Unique peptides SMC2_4	Unique peptides SMC5_1	Unique peptides SMC5_3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Experiment CAPD3_4	Experiment CAPD3_5	Experiment CAPH_1	Experiment CAPH_2	Experiment SCC1_2	Experiment SCC1_3	Experiment SCC1_4	Experiment SMC2_1	Experiment SMC2_4	Experiment SMC5_1	Experiment SMC5_3	PEP	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L CAPD3_4	Ratio H/L normalized CAPD3_4	Ratio H/L variability [%] CAPD3_4	Ratio H/L count CAPD3_4	Ratio H/L CAPD3_5	Ratio H/L normalized CAPD3_5	Ratio H/L variability [%] CAPD3_5	Ratio H/L count CAPD3_5	Ratio H/L CAPH_1	Ratio H/L normalized CAPH_1	Ratio H/L variability [%] CAPH_1	Ratio H/L count CAPH_1	Ratio H/L CAPH_2	Ratio H/L normalized CAPH_2	Ratio H/L variability [%] CAPH_2	Ratio H/L count CAPH_2	Ratio H/L SCC1_2	Ratio H/L normalized SCC1_2	Ratio H/L variability [%] SCC1_2	Ratio H/L count SCC1_2	Ratio H/L SCC1_3	Ratio H/L normalized SCC1_3	Ratio H/L variability [%] SCC1_3	Ratio H/L count SCC1_3	Ratio H/L SCC1_4	Ratio H/L normalized SCC1_4	Ratio H/L variability [%] SCC1_4	Ratio H/L count SCC1_4	Ratio H/L SMC2_1	Ratio H/L normalized SMC2_1	Ratio H/L variability [%] SMC2_1	Ratio H/L count SMC2_1	Ratio H/L SMC2_4	Ratio H/L normalized SMC2_4	Ratio H/L variability [%] SMC2_4	Ratio H/L count SMC2_4	Ratio H/L SMC5_1	Ratio H/L normalized SMC5_1	Ratio H/L variability [%] SMC5_1	Ratio H/L count SMC5_1	Ratio H/L SMC5_3	Ratio H/L normalized SMC5_3	Ratio H/L variability [%] SMC5_3	Ratio H/L count SMC5_3	Sequence coverage CAPD3_4 [%]	Sequence coverage CAPD3_5 [%]	Sequence coverage CAPH_1 [%]	Sequence coverage CAPH_2 [%]	Sequence coverage SCC1_2 [%]	Sequence coverage SCC1_3 [%]	Sequence coverage SCC1_4 [%]	Sequence coverage SMC2_1 [%]	Sequence coverage SMC2_4 [%]	Sequence coverage SMC5_1 [%]	Sequence coverage SMC5_3 [%]	Intensity	Intensity L	Intensity H	Intensity CAPD3_4	Intensity L CAPD3_4	Intensity H CAPD3_4	Intensity CAPD3_5	Intensity L CAPD3_5	Intensity H CAPD3_5	Intensity CAPH_1	Intensity L CAPH_1	Intensity H CAPH_1	Intensity CAPH_2	Intensity L CAPH_2	Intensity H CAPH_2	Intensity SCC1_2	Intensity L SCC1_2	Intensity H SCC1_2	Intensity SCC1_3	Intensity L SCC1_3	Intensity H SCC1_3	Intensity SCC1_4	Intensity L SCC1_4	Intensity H SCC1_4	Intensity SMC2_1	Intensity L SMC2_1	Intensity H SMC2_1	Intensity SMC2_4	Intensity L SMC2_4	Intensity H SMC2_4	Intensity SMC5_1	Intensity L SMC5_1	Intensity H SMC5_1	Intensity SMC5_3	Intensity L SMC5_3	Intensity H SMC5_3
F1NKN5		F1NKN5	6	6	6		LOC100857630	>tr|F1NKN5|F1NKN5_CHICK Uncharacterized protein OS=Gallus gallus GN=LOC100857630 PE=3 SV=2	1	6	6	6	1	0	0	0	1	0	1	0	2	0	4	1	0	0	0	1	0	1	0	2	0	4	1	0	0	0	1	0	1	0	2	0	4	8.4	8.4	8.4	108.54	951	951	1				1		1		2		4	7.15E-12	0.42951	0.75625	5.2809	3	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0.45007	0.72492	5.9828	2	1.1	0	0	0	1.5	0	1.1	0	2.4	0	5.9	101950000	65032000	36922000	8955000	0	8955000	0	0	0	0	0	0	0	0	0	1148900	762530	386410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91850000	64269000	27581000
F1NKN7		F1NKN7	18	18	18		Gga.10383	>tr|F1NKN7|F1NKN7_CHICK Uncharacterized protein OS=Gallus gallus PE=4 SV=2	1	18	18	18	2	5	2	10	0	1	1	1	1	0	5	2	5	2	10	0	1	1	1	1	0	5	2	5	2	10	0	1	1	1	1	0	5	19.1	19.1	19.1	144.79	1259	1259	2	7	2	20		1	1	1	1		6	6.45E-118	0.80359	0.88119	39.603	27	NA	NA	NA	0	0.62151	0.63025	32.43	4	1.375	1.345	34.366	2	0.83847	0.82553	35.11	13	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	0.70669	1.1932	37.304	5	2.2	5.3	2.5	10.2	0	1	1	1.4	1	0	6.6	716900000	387570000	329330000	0	0	0	189820000	124450000	65368000	43861000	18079000	25782000	327380000	161540000	165840000	0	0	0	2450600	1056100	1394500	2532000	1272400	1259600	640530	363580	276950	0	0	0	0	0	0	150210000	80806000	69406000
F1NKN8		F1NKN8	20	20	20		HMBS	>tr|F1NKN8|F1NKN8_CHICK HMBS OS=Gallus gallus GN=HMBS PE=3 SV=2	1	20	20	20	5	4	8	5	0	3	8	3	9	2	8	5	4	8	5	0	3	8	3	9	2	8	5	4	8	5	0	3	8	3	9	2	8	60.9	60.9	60.9	38.991	358	358	8	7	17	8		3	12	5	13	2	12	0	0.64006	0.6649	50.151	63	0.57507	0.67502	28.806	4	0.69175	0.72153	46.61	6	0.42767	0.43091	42.713	10	0.42525	0.40599	19.87	5	NA	NA	NA	0	0.65221	1.1862	24.134	3	0.93816	1.1137	31.307	9	0.93257	1.2276	19.358	5	0.73394	0.57995	44.323	8	0.53953	0.72722	1.6881	2	0.34641	0.56011	48.18	11	17.3	9.2	28.5	25.1	0	18.7	27.1	15.9	33.5	9.8	31.8	3269900000	1940100000	1329900000	275920000	169330000	106590000	270560000	161710000	108840000	568960000	399340000	169620000	310860000	207890000	102980000	0	0	0	5279900	2926400	2353500	729910000	328280000	401630000	7175400	2856200	4319100	523370000	279280000	244090000	2406100	1797900	608250	575480000	386670000	188820000
F1NKP5		F1NKP5	8	8	8		LCOR	>tr|F1NKP5|F1NKP5_CHICK Uncharacterized protein (Fragment) OS=Gallus gallus PE=4 SV=2	1	8	8	8	3	1	3	1	0	0	1	0	1	1	4	3	1	3	1	0	0	1	0	1	1	4	3	1	3	1	0	0	1	0	1	1	4	21.2	21.2	21.2	57.487	520	520	3	1	3	1			1		1	1	5	3.27E-80	0.70396	0.9691	56.429	13	0.70396	0.85067	12.369	3	NA	NA	NA	1	1.0923	1.0727	14.359	2	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	0.60001	0.99698	50.555	4	7.5	2.3	10.8	3.8	0	0	3.8	0	3.8	2.3	11.3	887500000	499210000	388290000	344100000	193440000	150660000	37745000	18822000	18923000	123930000	55307000	68621000	156680000	90930000	65755000	0	0	0	0	0	0	11826000	6940800	4885500	0	0	0	0	0	0	6897600	1799200	5098300	206310000	131960000	74348000
F1NKQ7		F1NKQ7	6	6	6		FADD	>tr|F1NKQ7|F1NKQ7_CHICK FADD OS=Gallus gallus GN=FADD PE=4 SV=2	1	6	6	6	0	1	2	0	0	0	1	2	1	0	2	0	1	2	0	0	0	1	2	1	0	2	0	1	2	0	0	0	1	2	1	0	2	39.8	39.8	39.8	22.929	196	196		1	2				1	2	2		2	1.48E-16	0.69607	0.96804	51.857	6	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	0.90438	1.1612	16.873	2	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	0	7.1	12.8	0	0	0	4.1	21.9	4.1	0	9.2	170200000	84537000	85664000	0	0	0	21205000	15059000	6146300	43420000	26378000	17043000	0	0	0	0	0	0	0	0	0	81408000	27003000	54405000	3505900	1612800	1893200	0	0	0	0	0	0	20662000	14485000	6177300
F1NKR1		F1NKR1	14	14	14		MAN2A1	>tr|F1NKR1|F1NKR1_CHICK MAN2A1 OS=Gallus gallus GN=MAN2A1 PE=4 SV=2	1	14	14	14	0	0	0	8	0	0	0	0	0	0	11	0	0	0	8	0	0	0	0	0	0	11	0	0	0	8	0	0	0	0	0	0	11	19.7	19.7	19.7	131.99	1153	1153				11							14	2.74E-71	1.1372	1.2893	107.04	21	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	1.4822	1.4801	21.139	9	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0.65698	1.0656	143.21	12	0	0	0	11.9	0	0	0	0	0	0	14.7	1527400000	484150000	1043200000	0	0	0	0	0	0	0	0	0	230300000	88434000	141860000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1297100000	395710000	901350000
F1NKR5		F1NKR5	47	47	47		WDR36	>tr|F1NKR5|F1NKR5_CHICK WDR36 OS=Gallus gallus GN=WDR36 PE=4 SV=2	1	47	47	47	41	36	24	29	1	36	25	17	26	28	39	41	36	24	29	1	36	25	17	26	28	39	41	36	24	29	1	36	25	17	26	28	39	59.3	59.3	59.3	98.286	890	890	156	153	60	118	1	122	60	24	51	71	138	0	0.83108	0.96589	32.025	838	0.90747	1.078	29.171	128	0.89728	0.95886	16.978	139	0.7674	0.70759	15.398	50	0.94534	0.93538	47.077	97	NA	NA	NA	1	0.46381	0.82841	32.212	115	0.9209	1.0875	18.254	49	0.56751	0.76524	23.93	23	1.4463	1.1655	18.809	42	0.60403	0.78677	18.273	69	0.73459	1.1967	22.243	125	55.2	48.8	34	40.4	1.1	50.3	37.3	25.8	38.4	42.8	52.6	2.64E+11	1.40E+11	1.24E+11	72912000000	37655000000	35257000000	76817000000	39864000000	36953000000	8402400000	4663000000	3739400000	15448000000	7799000000	7648900000	5687900	3886000	1801800	3687400000	2605000000	1082400000	15231000000	7783000000	7448100000	89337000	56683000	32654000	8372300000	3372900000	4999500000	657850000	408680000	249170000	62276000000	35341000000	26935000000
F1NKR7		F1NKR7	8	8	8		STARD4	>tr|F1NKR7|F1NKR7_CHICK STARD4 OS=Gallus gallus GN=STARD4 PE=4 SV=1	1	8	8	8	1	0	0	0	0	0	4	4	3	0	2	1	0	0	0	0	0	4	4	3	0	2	1	0	0	0	0	0	4	4	3	0	2	53.1	53.1	53.1	23.667	207	207	1						8	6	3		3	4.55E-27	0.78061	0.96372	69.483	10	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	0.95499	1.2256	16.522	5	NA	NA	NA	1	NA	NA	NA	0	0.15672	0.26053	26.105	2	5.3	0	0	0	0	0	22.7	30.9	18.8	0	12.6	143200000	93672000	49524000	46248000	31024000	15224000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37388000	19716000	17672000	6571600	2478200	4093400	21587000	14354000	7233000	0	0	0	31401000	26100000	5301100
F1NKT1		F1NKT1	3	3	3		GTF2A1	>tr|F1NKT1|F1NKT1_CHICK GTF2A1 OS=Gallus gallus GN=GTF2A1 PE=4 SV=2	1	3	3	3	0	1	3	1	0	0	1	0	1	0	2	0	1	3	1	0	0	1	0	1	0	2	0	1	3	1	0	0	1	0	1	0	2	17.7	17.7	17.7	40.751	367	367		2	10	1			2		1		3	3.94E-53	1.7699	1.7117	35.493	16	NA	NA	NA	0	1.3584	1.4179	1.0454	2	2.0168	1.851	6.7256	9	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0.89206	1.4792	13.873	3	0	3	17.7	3	0	0	3	0	3	0	14.7	1090200000	515970000	574280000	0	0	0	215130000	87757000	127370000	448980000	174910000	274070000	11669000	6120200	5548600	0	0	0	0	0	0	30013000	22778000	7234700	0	0	0	0	0	0	0	0	0	384460000	224410000	160050000
F1NKT6		F1NKT6	1	1	1		KLF11	>tr|F1NKT6|F1NKT6_CHICK KLF11_	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6.3	6.3	6.3	50.934	475	475			3									1.19E-06	2.3344	2.2044	36.22	3	NA	NA	NA	0	NA	NA	NA	0	2.3344	2.2044	36.22	3	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0	0	6.3	0	0	0	0	0	0	0	0	75489000	22536000	52953000	0	0	0	0	0	0	75489000	22536000	52953000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F1NKU2;R4GFU4		F1NKU2	28;12	28;12	28;12		LOC100857167	>tr|F1NKU2|F1NKU2_CHICK Uncharacterized protein OS=Gallus gallus GN=LOC100857167 PE=4 SV=1	2	28	28	28	12	9	9	18	0	5	7	7	3	4	8	12	9	9	18	0	5	7	7	3	4	8	12	9	9	18	0	5	7	7	3	4	8	43.8	43.8	43.8	74.332	657	657;207	21	15	18	47		9	9	9	4	6	15	0	0.86833	0.96227	37.39	136	1.6024	1.9501	23.622	20	1.6763	1.7608	38.37	12	1.132	1.0353	29.119	17	0.85634	0.83361	19.54	39	NA	NA	NA	0	0.54773	0.8868	11.166	9	0.91178	1.1201	23.221	6	0.7338	0.89063	18.712	9	1.5864	1.4087	39.698	4	0.81851	1.0563	13.182	6	0.50774	0.82077	11.918	14	24.7	18.6	19.5	33	0	14	16.4	16	8.2	10.4	19.5	6943200000	3395900000	3547300000	1276000000	515010000	760960000	865290000	341040000	524240000	1181100000	568990000	612080000	2430200000	1262900000	1167300000	0	0	0	27563000	18242000	9321700	290130000	155700000	134430000	13270000	7541300	5728300	98794000	37623000	61171000	35899000	18539000	17360000	725010000	470280000	254730000
F1NKV0		F1NKV0	6	6	6		DNAJB4	>tr|F1NKV0|F1NKV0_CHICK DNAJB4 OS=Gallus gallus GN=DNAJB4 PE=4 SV=2	1	6	6	6	1	0	2	3	0	1	1	4	0	0	1	1	0	2	3	0	1	1	4	0	0	1	1	0	2	3	0	1	1	4	0	0	1	26.5	26.5	26.5	38.277	339	339	1		3	4		2	1	4			1	1.16E-30	0.55036	0.68351	33.631	13	NA	NA	NA	1	NA	NA	NA	0	0.77782	0.72288	57.198	2	0.5835	0.56806	55.812	4	NA	NA	NA	0	0.50233	0.82204	6.6018	2	NA	NA	NA	0	0.55036	0.78751	14.663	3	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	2.9	0	7.4	10.3	0	2.9	4.4	20.6	0	0	2.9	547940000	331990000	215950000	39486000	26552000	12934000	0	0	0	302020000	181350000	120670000	131380000	74964000	56414000	0	0	0	2753600	1917500	836120	0	0	0	5086400	3377100	1709300	0	0	0	0	0	0	67209000	43829000	23380000
F1NKV2;F1NEQ7		F1NKV2	22;8	22;8	21;7		PAX5	>tr|F1NKV2|F1NKV2_CHICK PAX5 OS=Gallus gallus GN=PAX5 PE=3 SV=2	2	22	22	21	9	9	18	14	4	6	9	6	6	8	13	9	9	18	14	4	6	9	6	6	8	13	9	9	17	14	4	6	8	6	6	8	13	63.6	63.6	61.5	42.059	390	390;587	19	29	43	38	17	10	16	12	11	17	28	0	0.75101	0.85443	54.176	216	0.60581	0.75285	15.547	17	0.79063	0.82697	23.313	28	1.6616	1.4989	30.139	35	1.2234	1.2588	30.035	33	0.30653	0.53989	13.966	17	0.33713	0.59807	11.119	10	0.60501	0.72286	120.13	13	1.1908	1.6058	14.741	12	1.1805	0.94857	75.785	10	0.56585	0.75965	54.237	17	0.3306	0.5557	24.371	24	28.7	35.6	62.1	47.4	12.6	21.8	31.5	23.3	22.1	27.4	44.6	36543000000	18660000000	17883000000	3518400000	2136700000	1381700000	6302800000	3531400000	2771400000	11158000000	4176800000	6981300000	3814800000	1689700000	2125100000	46237000	34648000	11589000	91547000	67643000	23905000	3415800000	1231400000	2184400000	80064000	35388000	44676000	1840000000	1202400000	637540000	301400000	176520000	124870000	5973700000	4377400000	1596300000
F1NKW9		F1NKW9	24	24	24		PSMD5	>tr|F1NKW9|F1NKW9_CHICK PSMD5 OS=Gallus gallus GN=PSMD5 PE=4 SV=2	1	24	24	24	0	1	10	6	3	5	11	9	13	0	15	0	1	10	6	3	5	11	9	13	0	15	0	1	10	6	3	5	11	9	13	0	15	59.5	59.5	59.5	55.776	504	504		3	24	10	9	7	18	15	18		23	0	0.68653	0.83433	60.574	100	NA	NA	NA	0	1.0044	1.0512	4.5519	3	0.43073	0.39402	39.73	19	0.40795	0.40307	20.249	8	1.2571	2.2563	16.721	5	1.0647	1.7876	11.256	7	1.9401	2.3201	29.413	11	0.70223	0.93717	12.008	15	1.0669	0.85134	11.566	12	NA	NA	NA	0	0.40462	0.66736	23.111	20	0	1.8	25.4	18.1	6.9	14.9	29.8	25.2	32.7	0	41.3	58325000000	26303000000	32022000000	0	0	0	29148000000	13107000000	16041000000	2022900000	1334100000	688730000	409420000	259860000	149560000	5885700	2685100	3200700	51263000	25951000	25312000	20093000000	8674600000	11418000000	55793000	30727000	25066000	5196600000	1910400000	3286200000	0	0	0	1342500000	957810000	384740000
F1NKX2		F1NKX2	51	51	51		EDC4	>tr|F1NKX2|F1NKX2_CHICK EDC4 OS=Gallus gallus GN=EDC4 PE=4 SV=2	1	51	51	51	5	7	21	25	0	11	16	17	18	7	26	5	7	21	25	0	11	16	17	18	7	26	5	7	21	25	0	11	16	17	18	7	26	39.1	39.1	39.1	166.64	1567	1567	7	10	54	65		14	24	22	30	9	49	0	0.65042	0.86141	49.677	234	0.57442	0.69328	7.6302	6	0.55622	0.58167	36.302	9	0.53166	0.48429	39.592	37	1.138	1.1405	43.051	55	NA	NA	NA	0	1.1056	1.8349	21.063	14	1.1535	1.3591	24.54	17	0.60286	0.7845	22.104	22	0.59092	0.50801	43.12	21	0.61289	0.8169	22.106	9	0.51262	0.83333	22.169	44	4.8	7	19	25.1	0	11.3	16.3	17.5	16.4	7.1	24.4	21858000000	12313000000	9544000000	533260000	323620000	209630000	665200000	434590000	230610000	6533800000	3956000000	2577800000	4367000000	1961100000	2405900000	0	0	0	65150000	30167000	34982000	2676800000	1201700000	1475000000	86671000	50235000	36436000	2742800000	1658100000	1084800000	38048000	21700000	16348000	4148700000	2676200000	1472500000
F1NKX6		F1NKX6	9	9	9		SSFA2	>tr|F1NKX6|F1NKX6_CHICK SSFA2 OS=Gallus gallus GN=SSFA2 PE=4 SV=2	1	9	9	9	0	0	4	5	0	0	1	2	1	0	1	0	0	4	5	0	0	1	2	1	0	1	0	0	4	5	0	0	1	2	1	0	1	11.7	11.7	11.7	139.51	1266	1266			5	7			2	2	2		1	1.20E-47	0.66877	0.67242	114.11	9	NA	NA	NA	0	NA	NA	NA	0	0.60434	0.53875	8.0259	3	0.6851	0.67434	195.8	3	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0.58919	0.79068	22.911	2	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	0	0	6.8	9.2	0	0	1	2.4	1	0	1.1	269110000	129330000	139780000	0	0	0	0	0	0	146570000	92505000	54060000	87988000	13499000	74488000	0	0	0	0	0	0	0	0	0	4205000	2944900	1260100	16293000	6321100	9971400	0	0	0	14061000	14061000	0
F1NKX9		F1NKX9	11	11	11		LOC100858121	>tr|F1NKX9|F1NKX9_CHICK Uncharacterized protein OS=Gallus gallus GN=LOC100858121 PE=4 SV=2	1	11	11	11	5	5	5	2	0	0	0	3	0	0	3	5	5	5	2	0	0	0	3	0	0	3	5	5	5	2	0	0	0	3	0	0	3	18.8	18.8	18.8	84.986	717	717	9	6	6	3				3			3	1.13E-74	0.94077	1.0159	62.715	21	0.83384	1.0057	88.887	8	0.98224	1.0419	8.354	4	1.6065	1.4407	35.474	4	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0.38003	0.5192	54.258	2	NA	NA	NA	0	NA	NA	NA	0	0.63335	1.0501	10.477	2	10.6	8.2	8.5	3.6	0	0	0	6.7	0	0	4.9	834860000	425940000	408920000	458010000	266590000	191420000	162380000	82447000	79930000	169960000	55491000	114470000	18609000	8406500	10202000	0	0	0	0	0	0	0	0	0	2170100	1278500	891560	0	0	0	0	0	0	23735000	11725000	12010000
F1NKY0		F1NKY0	14	14	14		DSCC1	>tr|F1NKY0|F1NKY0_CHICK Sister chromatid cohesion protein DCC1 OS=Gallus gallus GN=DSCC1 PE=4 SV=1	1	14	14	14	4	1	5	7	0	2	4	2	4	1	11	4	1	5	7	0	2	4	2	4	1	11	4	1	5	7	0	2	4	2	4	1	11	49.6	49.6	49.6	44.184	391	391	5	1	11	13		3	8	2	4	1	15	2.00E-166	0.62963	0.64153	59.132	46	0.62133	0.76441	19.851	3	NA	NA	NA	1	0.64335	0.60594	15.787	7	0.64689	0.64153	24.682	12	NA	NA	NA	0	1.2587	2.2679	21.699	3	0.94119	1.2299	58.376	3	0.5852	0.75455	7.828	2	0.68528	0.5495	52.197	3	NA	NA	NA	1	0.32539	0.55513	35.675	11	17.4	2.8	17.1	27.1	0	8.4	12.5	14.6	11.5	4.9	41.9	2195100000	1463100000	732040000	111870000	66474000	45393000	36012000	25195000	10817000	408420000	249330000	159080000	372740000	218630000	154100000	0	0	0	26667000	10723000	15944000	93818000	43416000	50403000	3286800	2200700	1086100	124650000	75714000	48938000	11788000	1140600	10647000	1005900000	770270000	235620000
F1NKY6;E1BQA5		F1NKY6;E1BQA5	3;2	3;2	2;1		LOC100858298;CPNE3	>tr|F1NKY6|F1NKY6_CHICK Uncharacterized protein OS=Gallus gallus GN=LOC100859021 PE=4 SV=2;>tr|E1BQA5|E1BQA5_CHICK CPNE3 OS=Gallus gallus GN=CPNE3 PE=4 SV=1	2	3	3	2	1	0	2	2	0	0	1	1	1	0	2	1	0	2	2	0	0	1	1	1	0	2	1	0	1	1	0	0	1	1	1	0	2	8.3	8.3	6.6	59.721	533	533;539	1		2	3			1	1	1		3	1.13E-16	0.45496	0.62064	60.574	10	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	0.48005	0.49092	45.792	3	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	0	0.35059	0.58677	15.662	3	3	0	4.7	4.7	0	0	3	3	3	0	6.6	573010000	358940000	214080000	19005000	15755000	3250700	0	0	0	0	0	0	138780000	89890000	48891000	0	0	0	0	0	0	69481000	24161000	45320000	5485700	1977900	3507800	75302000	36046000	39256000	0	0	0	264960000	191110000	73852000
F1NKZ6		F1NKZ6	11	11	11		EIF1AY	>tr|F1NKZ6|F1NKZ6_CHICK EIF1AY OS=Gallus gallus GN=EIF1AY PE=2 SV=2	1	11	11	11	3	2	6	2	1	2	5	5	4	1	9	3	2	6	2	1	2	5	5	4	1	9	3	2	6	2	1	2	5	5	4	1	9	56.8	56.8	56.8	15.843	139	139	4	3	10	4	4	3	10	7	5	1	16	6.57E-145	0.61865	0.64538	68.867	47	0.50915	0.63096	23.987	3	0.51323	0.54578	16.003	2	0.66163	0.60595	15.312	5	0.88687	0.89582	31.602	4	1.8315	3.1435	12.999	2	1.3828	2.4404	32.671	2	2.0093	2.4208	12.827	7	0.73173	0.9536	8.6094	6	0.52937	0.34876	13.173	5	NA	NA	NA	1	0.34069	0.56156	27.914	10	28.1	16.5	42.4	19.4	7.2	18.7	35.3	33.1	31.7	7.9	49.6	7768600000	4589800000	3178900000	363070000	246070000	117010000	234170000	138740000	95434000	720140000	426480000	293660000	238320000	113120000	125210000	878660	314450	564210	14087000	5775500	8311600	2105700000	722820000	1382900000	25121000	14431000	10690000	851900000	517370000	334530000	14683000	10830000	3853000	3200500000	2393800000	806700000
F1NL02		F1NL02	5	5	5		COL22A1	>tr|F1NL02|F1NL02_CHICK COL22A1 OS=Gallus gallus GN=COL22A1 PE=4 SV=2	1	5	5	5	3	1	0	0	1	0	0	0	0	0	2	3	1	0	0	1	0	0	0	0	0	2	3	1	0	0	1	0	0	0	0	0	2	3.3	3.3	3.3	161.51	1614	1614	3	1			2						2	5.02E-12	0.30682	0.35201	87.386	4	0.23027	0.26447	53.855	3	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	2.7	0.6	0	0	0.7	0	0	0	0	0	1.9	88899000	76935000	11964000	87034000	75707000	11327000	0	0	0	0	0	0	0	0	0	1865100	1228100	637060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F1NL05		F1NL05	160	6	0		PARP1	>tr|F1NL05|F1NL05_CHICK Poly [ADP-ribose] polymerase 1 OS=Gallus gallus GN=PARP1 PE=2 SV=2	1	160	6	0	93	78	109	102	18	68	58	113	56	69	79	2	1	2	2	0	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	87.1	5	0	113.33	1009	1009	6	1	5	4		7		33		7		0	0.47428	0.57587	49.654	63	0.8181	0.96109	47.419	6	NA	NA	NA	1	0.99821	0.89085	5.0562	5	0.779	0.78239	8.203	4	NA	NA	NA	0	0.5399	0.88071	7.4098	7	NA	NA	NA	0	0.34212	0.43533	26.855	33	NA	NA	NA	0	0.93248	1.2237	18.779	7	NA	NA	NA	0	73.3	68.7	80.7	73.1	18.7	59.9	54.6	83.8	54.4	58.2	66.7	4502100000	2442900000	2059200000	340190000	177530000	162670000	30313000	13298000	17016000	2022600000	1013100000	1009500000	1725000000	985260000	739760000	0	0	0	27839000	17612000	10227000	0	0	0	231490000	168530000	62959000	0	0	0	124620000	67608000	57015000	0	0	0
